Count,gender,Age<18,Age18-39,Age40-59,Age>60,"group(alone-1,group-0)",Crossing Speed < 1,Crossing Speed_1-1.2,Crossing Speed_1.2-1.4,Crossing Speed>1.4,Compliance with traffic,time of the day,time taken,Location
278,0,0,1,0,0,0,0,0,0,1,0,8:30 - 9:30,16,Lal bahadur shastri chawk
279,0,0,1,0,0,0,0,0,0,1,1,8:30 - 9:30,17,Lal bahadur shastri chawk
280,1,0,1,0,0,1,0,0,0,1,1,8:30 - 9:30,14,Lal bahadur shastri chawk
281,1,0,0,1,0,1,0,0,0,1,1,8:30 - 9:30,15,Lal bahadur shastri chawk
282,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,20,Lal bahadur shastri chawk
283,0,0,0,1,0,1,0,0,1,0,1,8:30 - 9:30,18,Lal bahadur shastri chawk
284,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,20,Lal bahadur shastri chawk
285,1,0,0,1,0,1,0,0,1,0,0,8:30 - 9:30,19,Lal bahadur shastri chawk
286,1,1,0,0,0,1,0,1,0,0,1,8:30 - 9:30,24,Lal bahadur shastri chawk
287,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
288,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
289,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
290,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
291,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
292,1,0,0,1,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
293,0,0,0,1,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
294,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
295,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,27,Lal bahadur shastri chawk
296,1,0,1,0,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
297,0,0,1,0,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
298,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
299,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
300,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
301,1,0,0,1,0,1,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
302,0,0,0,1,0,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
303,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
304,0,0,0,1,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
305,0,0,0,1,0,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
306,0,1,0,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
307,0,1,0,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
308,0,1,0,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
309,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
310,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
311,1,0,0,0,1,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
312,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
313,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
314,0,0,1,0,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
315,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
316,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
317,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
318,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
319,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
320,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
321,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
322,1,0,0,0,1,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
323,1,0,0,0,1,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
324,1,0,0,0,1,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
325,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
326,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
327,0,0,1,0,0,0,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
328,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
329,0,0,1,0,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
330,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
331,0,0,1,0,0,1,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
332,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
333,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
334,0,0,0,1,0,1,1,0,0,0,0,12:30-1:30,27,Lal bahadur shastri chawk
335,0,0,0,1,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
336,1,0,0,1,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
337,0,0,0,0,1,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
338,1,0,0,0,1,0,0,0,0,1,0,12:30-1:30,14,Lal bahadur shastri chawk
339,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
340,1,0,0,0,1,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
341,0,0,0,0,1,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
342,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
343,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
344,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
345,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
346,0,0,1,0,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
347,1,1,0,0,0,0,1,0,0,0,0,12:30-1:30,26,Lal bahadur shastri chawk
348,1,1,0,0,0,0,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
349,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
350,1,1,0,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
351,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
352,0,0,0,0,1,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
353,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
354,0,0,0,1,0,0,1,0,0,0,0,12:30-1:30,27,Lal bahadur shastri chawk
355,0,0,0,1,0,0,1,0,0,0,0,12:30-1:30,27,Lal bahadur shastri chawk
356,1,0,1,0,0,1,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
357,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
358,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
359,1,0,1,0,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
360,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
361,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
362,0,0,0,1,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
363,1,0,0,1,0,0,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
364,1,0,0,1,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
365,1,0,0,1,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
366,0,0,0,0,1,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
367,1,0,0,0,1,0,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
368,1,0,0,0,1,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
369,1,0,0,0,1,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
370,0,0,0,0,1,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
371,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
372,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
373,0,0,1,0,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
374,0,0,1,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
375,0,0,1,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
376,0,1,0,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
377,0,1,0,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
378,0,1,0,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
379,0,1,0,0,0,1,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
380,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
381,0,0,1,0,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
382,1,0,1,0,0,1,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
383,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
384,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
385,0,0,0,1,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
386,1,0,0,1,0,0,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
387,1,0,0,1,0,0,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
388,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
389,0,0,0,0,1,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
390,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
391,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
392,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
393,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
394,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
395,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
396,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
397,1,1,0,0,0,0,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
398,1,1,0,0,0,0,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
399,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
400,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
401,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
402,0,0,0,0,1,1,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
403,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
404,1,0,1,0,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
405,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
406,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
407,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
408,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
409,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
410,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
411,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
412,0,0,0,1,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
413,1,1,0,0,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
414,1,1,0,0,0,0,1,0,0,0,0,12:30-1:30,26,Lal bahadur shastri chawk
415,0,1,0,0,0,0,1,0,0,0,0,12:30-1:30,25,Lal bahadur shastri chawk
416,0,1,0,0,0,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
417,0,0,1,0,0,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
418,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
419,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
420,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
421,1,1,0,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
422,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
423,1,1,0,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
424,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
425,1,1,0,0,0,0,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
426,1,0,0,1,0,0,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
427,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
428,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
429,0,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
430,0,0,0,1,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
431,1,0,0,0,1,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
432,1,0,0,0,1,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
433,0,0,0,1,0,0,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
434,1,0,0,1,0,0,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
435,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
436,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
437,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
438,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
439,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
440,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
441,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
442,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
443,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
444,1,0,1,0,0,1,1,0,0,0,0,12:30-1:30,26,Lal bahadur shastri chawk
445,1,0,1,0,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
446,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
447,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
448,1,0,0,1,0,0,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
449,1,0,0,1,0,1,0,0,1,0,0,12:30-1:30,20,Lal bahadur shastri chawk
450,0,0,0,1,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
451,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
452,0,0,0,1,0,0,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
453,0,0,0,0,1,0,0,0,0,1,0,12:30-1:30,17,Lal bahadur shastri chawk
454,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
455,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
456,1,0,1,0,0,1,1,0,0,0,0,12:30-1:30,26,Lal bahadur shastri chawk
457,1,0,1,0,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
458,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
459,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
460,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
461,1,0,1,0,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
462,1,0,1,0,0,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
463,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
464,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
465,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
466,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
467,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
468,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
469,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
470,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
471,0,0,0,0,1,0,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
472,0,0,0,0,1,0,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
473,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
474,1,0,1,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
475,0,0,1,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
476,1,0,1,0,0,1,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
477,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
478,0,1,0,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
479,1,1,0,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
480,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
481,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
482,1,0,1,0,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
483,1,0,1,0,0,0,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
484,0,0,1,0,0,1,0,0,0,1,1,12:30-1:30,14,Lal bahadur shastri chawk
485,0,0,1,0,0,1,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
486,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
487,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
488,1,0,0,1,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
489,1,0,0,1,0,1,1,0,0,0,0,12:30-1:30,26,Lal bahadur shastri chawk
490,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
491,1,0,1,0,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
492,0,0,1,0,0,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
493,0,0,1,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
494,0,0,1,0,0,1,0,0,0,1,1,12:30-1:30,15,Lal bahadur shastri chawk
495,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
496,1,0,0,1,0,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
497,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
498,0,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
499,1,1,0,0,0,1,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
500,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,20,Lal bahadur shastri chawk
501,1,1,0,0,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
502,0,0,1,0,0,0,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
503,1,0,1,0,0,1,0,0,0,1,1,12:30-1:30,16,Lal bahadur shastri chawk
504,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
505,0,0,1,0,0,0,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
506,0,1,0,0,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
507,1,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
508,1,1,0,0,0,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
509,0,1,0,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
510,1,1,0,0,0,1,0,0,0,1,0,12:30-1:30,14,Lal bahadur shastri chawk
511,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,15,Lal bahadur shastri chawk
512,1,0,0,1,0,0,0,0,0,1,0,12:30-1:30,14,Lal bahadur shastri chawk
513,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
514,1,0,0,1,0,0,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
515,1,0,0,1,0,0,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
516,1,0,0,0,1,1,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
517,1,0,0,0,1,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
518,1,0,0,0,1,1,1,0,0,0,0,12:30-1:30,28,Lal bahadur shastri chawk
519,0,0,0,0,1,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
520,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
521,1,1,0,0,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
522,1,1,0,0,0,1,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
523,1,1,0,0,0,1,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
524,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
525,1,0,1,0,0,0,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
526,0,0,1,0,0,1,1,0,0,0,0,12:30-1:30,29,Lal bahadur shastri chawk
527,1,0,1,0,0,0,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
528,0,0,1,0,0,0,1,0,0,0,1,12:30-1:30,28,Lal bahadur shastri chawk
529,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,25,Lal bahadur shastri chawk
530,0,0,0,1,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
531,0,0,0,1,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
532,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,29,Lal bahadur shastri chawk
533,0,0,0,0,1,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
534,0,0,0,0,1,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
535,1,0,0,0,1,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
536,1,0,0,1,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
537,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
538,0,0,1,0,0,0,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
539,1,0,1,0,0,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
540,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
541,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
542,0,0,1,0,0,1,0,1,0,0,0,12:30-1:30,23,Lal bahadur shastri chawk
543,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,21,Lal bahadur shastri chawk
544,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
545,1,0,0,1,0,1,0,1,0,0,1,12:30-1:30,24,Lal bahadur shastri chawk
546,1,0,0,1,0,0,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
547,0,1,0,0,0,0,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
548,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
549,1,1,0,0,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
550,1,0,0,1,0,0,1,0,0,0,1,12:30-1:30,27,Lal bahadur shastri chawk
551,0,0,0,1,0,1,1,0,0,0,1,12:30-1:30,26,Lal bahadur shastri chawk
552,0,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
553,1,0,1,0,0,1,0,1,0,0,1,12:30-1:30,23,Lal bahadur shastri chawk
554,1,0,1,0,0,1,0,0,1,0,1,12:30-1:30,19,Lal bahadur shastri chawk
555,1,0,0,1,0,1,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
556,1,0,0,1,0,1,0,0,0,1,1,12:30-1:30,17,Lal bahadur shastri chawk
557,1,0,0,1,0,1,0,0,0,1,0,12:30-1:30,14,Lal bahadur shastri chawk
558,0,0,0,0,1,1,0,0,1,0,0,12:30-1:30,19,Lal bahadur shastri chawk
559,0,0,0,0,1,0,0,0,1,0,1,12:30-1:30,18,Lal bahadur shastri chawk
560,1,0,0,0,1,0,0,0,1,0,0,12:30-1:30,18,Lal bahadur shastri chawk
561,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,22,Lal bahadur shastri chawk
562,1,0,1,0,0,0,0,1,0,0,0,12:30-1:30,24,Lal bahadur shastri chawk
563,0,0,1,0,0,0,0,1,0,0,1,12:30-1:30,22,Lal bahadur shastri chawk
564,0,0,0,1,0,0,0,1,0,0,0,12:30-1:30,21,Lal bahadur shastri chawk
565,1,1,0,0,0,1,0,1,0,0,1,4:30-5:30,23,Lal bahadur shastri chawk
